feature,n_classes,classes,f_stat,p_value,eta_squared,interpretation,kw_h_stat,kw_p_value,base_n,base_mean,base_std,base_median,truth_n,truth_mean,truth_std,truth_median,deceptive_n,deceptive_mean,deceptive_std,deceptive_median
ppg1_SD1,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,,,,,2601.0,479.2735111782857,138.9322839155361,463.5818272364017,,,,
ppg1_SD1,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,,,,,,,,,2781.0,448.4525712147333,109.20253863571818,439.0852615468371
ppg1_SD2,3,"base, deceptive, truth",37.98264683159445,3.767285887207284e-17,0.00866593593726675,negligible,109.19025608156487,1.9482162124422512e-24,3311.0,600.2417798006713,166.02552522355037,592.3009964690084,,,,,,,,
ppg1_SD2,3,"base, deceptive, truth",37.98264683159445,3.767285887207284e-17,0.00866593593726675,negligible,109.19025608156487,1.9482162124422512e-24,,,,,2601.0,618.1777258829326,177.66265294152598,601.652141550819,,,,
ppg1_SD2,3,"base, deceptive, truth",37.98264683159445,3.767285887207284e-17,0.00866593593726675,negligible,109.19025608156487,1.9482162124422512e-24,,,,,,,,,2781.0,579.2787938510938,147.4356480671054,567.0612281564862
ppg1_SD1_SD2,3,"base, deceptive, truth",153.56976753616507,2.864624209488965e-66,0.03413746489926601,small,302.90363693001865,1.6800065170392635e-66,3311.0,0.7949112909272759,0.04741283972539878,0.7947510147577607,,,,,,,,
ppg1_SD1_SD2,3,"base, deceptive, truth",153.56976753616507,2.864624209488965e-66,0.03413746489926601,small,302.90363693001865,1.6800065170392635e-66,,,,,2601.0,0.7764600883325374,0.048790677173097964,0.7806623142340253,,,,
ppg1_SD1_SD2,3,"base, deceptive, truth",153.56976753616507,2.864624209488965e-66,0.03413746489926601,small,302.90363693001865,1.6800065170392635e-66,,,,,,,,,2781.0,0.7761735481668964,0.048117567712616764,0.7757669437271419
ppg2_Mean_NN,3,"base, deceptive, truth",3.595883765309026,0.027477257269047418,0.0008269068594609132,negligible,4.40625113058805,0.11045737651945169,3311.0,940.0414422870358,98.72778648221191,922.452784088398,,,,,,,,
ppg2_Mean_NN,3,"base, deceptive, truth",3.595883765309026,0.027477257269047418,0.0008269068594609132,negligible,4.40625113058805,0.11045737651945169,,,,,2601.0,947.6357245534982,130.57745784873097,919.4608128,,,,
ppg2_Mean_NN,3,"base, deceptive, truth",3.595883765309026,0.027477257269047418,0.0008269068594609132,negligible,4.40625113058805,0.11045737651945169,,,,,,,,,2781.0,943.7954713215654,95.41370021966299,918.6691516483515
ppg2_Median_NN,3,"base, deceptive, truth",1.8910562718896637,0.150974418115099,0.00043503650020424665,negligible,227.40523114079005,4.1646784897722956e-50,3311.0,725.245075948052,39.05749227487494,715.6124159999999,,,,,,,,
ppg2_Median_NN,3,"base, deceptive, truth",1.8910562718896637,0.150974418115099,0.00043503650020424665,negligible,227.40523114079005,4.1646784897722956e-50,,,,,2601.0,727.8240225390233,45.918683489984396,715.1815680000001,,,,
ppg2_Median_NN,3,"base, deceptive, truth",1.8910562718896637,0.150974418115099,0.00043503650020424665,negligible,227.40523114079005,4.1646784897722956e-50,,,,,,,,,2781.0,726.628958975908,65.69767982704607,715.059712
ppg2_Heart_Rate,3,"base, deceptive, truth",2.398264156014802,0.09093570805131927,0.0005516550383221885,negligible,13.934252086760027,0.0009423573118366282,3311.0,70.85166162613952,21.806984162623156,83.73122411030553,,,,,,,,
ppg2_Heart_Rate,3,"base, deceptive, truth",2.398264156014802,0.09093570805131927,0.0005516550383221885,negligible,13.934252086760027,0.0009423573118366282,,,,,2601.0,71.77387480485969,21.62472957117787,83.86033403516606,,,,
ppg2_Heart_Rate,3,"base, deceptive, truth",2.398264156014802,0.09093570805131927,0.0005516550383221885,negligible,13.934252086760027,0.0009423573118366282,,,,,,,,,2781.0,70.53245230371282,21.250496351147344,83.88048761807688
ppg2_Mean_HR,3,"base, deceptive, truth",5.792481851035378,0.0030621922676740887,0.0013313624759623052,negligible,28.651167923266367,6.004515018513422e-07,3311.0,73.64092445975665,3.904622853140434,74.56058628492873,,,,,,,,
ppg2_Mean_HR,3,"base, deceptive, truth",5.792481851035378,0.0030621922676740887,0.0013313624759623052,negligible,28.651167923266367,6.004515018513422e-07,,,,,2601.0,73.72694914594197,4.229083982488863,74.90166063059547,,,,
ppg2_Mean_HR,3,"base, deceptive, truth",5.792481851035378,0.0030621922676740887,0.0013313624759623052,negligible,28.651167923266367,6.004515018513422e-07,,,,,,,,,2781.0,73.36751716897743,4.179540675428224,74.29070234353705
ppg2_SDNN,3,"base, deceptive, truth",13.827330368710955,1.0101868924708594e-06,0.0031722592616535944,negligible,133.11482286863324,1.243035363830835e-29,3311.0,477.52453352488567,196.80569287170349,457.7762403598814,,,,,,,,
ppg2_SDNN,3,"base, deceptive, truth",13.827330368710955,1.0101868924708594e-06,0.0031722592616535944,negligible,133.11482286863324,1.243035363830835e-29,,,,,2601.0,506.13986678770635,274.81450630945346,488.2707524956213,,,,
ppg2_SDNN,3,"base, deceptive, truth",13.827330368710955,1.0101868924708594e-06,0.0031722592616535944,negligible,133.11482286863324,1.243035363830835e-29,,,,,,,,,2781.0,482.1432343402452,177.92392777118715,459.4890939728911
ppg2_SDSD,3,"base, deceptive, truth",7.7989433596495745,0.00041304563704937133,0.0017917076945506848,negligible,54.72252945088446,1.30964536979762e-12,3311.0,657.817897274462,252.29997509134319,634.4809273323021,,,,,,,,
ppg2_SDSD,3,"base, deceptive, truth",7.7989433596495745,0.00041304563704937133,0.0017917076945506848,negligible,54.72252945088446,1.30964536979762e-12,,,,,2601.0,682.7674960434297,333.42857008868884,659.480113428446,,,,
ppg2_SDSD,3,"base, deceptive, truth",7.7989433596495745,0.00041304563704937133,0.0017917076945506848,negligible,54.72252945088446,1.30964536979762e-12,,,,,,,,,2781.0,657.3688591471364,226.78907627537544,624.285417390917
ppg2_RMSSD,3,"base, deceptive, truth",7.813705358767858,0.00040700381678250575,0.0017950929875883205,negligible,54.8746097304455,1.2137518328638997e-12,3311.0,655.8820339957085,251.14448765998205,632.7822200540606,,,,,,,,
ppg2_RMSSD,3,"base, deceptive, truth",7.813705358767858,0.00040700381678250575,0.0017950929875883205,negligible,54.8746097304455,1.2137518328638997e-12,,,,,2601.0,680.6440951383587,330.49346558817786,657.5857291684027,,,,
ppg2_RMSSD,3,"base, deceptive, truth",7.813705358767858,0.00040700381678250575,0.0017950929875883205,negligible,54.8746097304455,1.2137518328638997e-12,,,,,,,,,2781.0,655.3276237589657,225.81640600433073,622.3439040344764
ppg2_NN_Count,3,"base, deceptive, truth",673.1777843722184,1.0862391875700176e-274,0.12065895914947365,medium,459.07069991971616,2.0609341266250161e-100,3311.0,177.24524312896406,18.417012877147133,180.0,,,,,,,,
ppg2_NN_Count,3,"base, deceptive, truth",673.1777843722184,1.0862391875700176e-274,0.12065895914947365,medium,459.07069991971616,2.0609341266250161e-100,,,,,2775.0,164.0472072072072,47.66812849644119,178.0,,,,
ppg2_NN_Count,3,"base, deceptive, truth",673.1777843722184,1.0862391875700176e-274,0.12065895914947365,medium,459.07069991971616,2.0609341266250161e-100,,,,,,,,,3729.0,130.10726736390453,78.51857830281226,173.0
ppg2_SD1,3,"base, deceptive, truth",7.79894335964957,0.00041304563704937133,0.001791707694550684,negligible,54.72252945088446,1.30964536979762e-12,3311.0,465.14749594864776,178.4030232802858,448.6457662501999,,,,,,,,
ppg2_SD1,3,"base, deceptive, truth",7.79894335964957,0.00041304563704937133,0.001791707694550684,negligible,54.72252945088446,1.30964536979762e-12,,,,,2601.0,482.78952642606845,235.76960295104593,466.3228602629277,,,,
ppg2_SD1,3,"base, deceptive, truth",7.79894335964957,0.00041304563704937133,0.001791707694550684,negligible,54.72252945088446,1.30964536979762e-12,,,,,,,,,2781.0,464.82997804380454,160.36409373335113,441.43645203299167
ppg2_SD2,3,"base, deceptive, truth",15.811994608977653,1.397664091971568e-07,0.0036259289849058197,negligible,160.73745072925342,1.2482628817147538e-35,3311.0,589.5060222554291,248.82155180008633,569.0724243131115,,,,,,,,
ppg2_SD2,3,"base, deceptive, truth",15.811994608977653,1.397664091971568e-07,0.0036259289849058197,negligible,160.73745072925342,1.2482628817147538e-35,,,,,2601.0,628.8267979677377,351.6271417703492,609.398772416836,,,,
ppg2_SD2,3,"base, deceptive, truth",15.811994608977653,1.397664091971568e-07,0.0036259289849058197,negligible,160.73745072925342,1.2482628817147538e-35,,,,,,,,,2781.0,597.1252831410596,225.36145449420903,569.2343617440571
ppg2_SD1_SD2,3,"base, deceptive, truth",183.69568785608257,7.282997638301332e-79,0.040562603565673774,small,413.8657560873822,1.3495623109534565e-90,3311.0,0.7958594578436414,0.049659106518087276,0.8001788623354836,,,,,,,,
ppg2_SD1_SD2,3,"base, deceptive, truth",183.69568785608257,7.282997638301332e-79,0.040562603565673774,small,413.8657560873822,1.3495623109534565e-90,,,,,2601.0,0.771960637273097,0.046642682109698554,0.7735948979880722,,,,
ppg2_SD1_SD2,3,"base, deceptive, truth",183.69568785608257,7.282997638301332e-79,0.040562603565673774,small,413.8657560873822,1.3495623109534565e-90,,,,,,,,,2781.0,0.7810580093418391,0.04902841586517424,0.7815569913841223
