host_timestamp_ns,red,infrared,ppg0,ppg1,ppg2,ambient,label
1783335104579570000,111455,72000,188290,141429,176438,1347,truth
1783335104624580000,111433,71964,188275,141451,176501,1377,truth
1783335104624580000,111455,71982,188275,141451,176501,1377,truth
1783335104624580000,111411,71988,188275,141451,176501,1377,truth
1783335104624580000,111433,71988,188275,141451,176501,1377,truth
1783335104624580000,111390,71982,188275,141451,176501,1377,truth
1783335104624580000,111368,71988,188275,141451,176501,1377,truth
1783335104624580000,111390,71946,188275,141451,176501,1377,truth
1783335104624580000,111390,72000,188275,141451,176501,1377,truth
1783335104624580000,111411,71982,188275,141451,176501,1377,truth
1783335104624580000,111411,71988,188275,141451,176501,1377,truth
1783335104624580000,111411,71988,188275,141451,176501,1377,truth
1783335104624580000,111411,71964,188275,141451,176501,1377,truth
1783335104624580000,111390,71964,188275,141451,176501,1377,truth
1783335104624580000,111390,71964,188275,141451,176501,1377,truth
1783335104624580000,111390,71982,188275,141451,176501,1377,truth
1783335104624580000,111411,72000,188275,141451,176501,1377,truth
1783335104659950000,111411,72000,188356,141457,176548,1389,truth
1783335104659950000,111390,71982,188356,141457,176548,1389,truth
1783335104659950000,111390,71988,188356,141457,176548,1389,truth
1783335104659950000,111411,71982,188356,141457,176548,1389,truth
1783335104659950000,111411,71988,188356,141457,176548,1389,truth
1783335104659950000,111411,71976,188356,141457,176548,1389,truth
1783335104659950000,111368,71982,188356,141457,176548,1389,truth
1783335104659950000,111411,71982,188356,141457,176548,1389,truth
1783335104659950000,111411,71988,188356,141457,176548,1389,truth
1783335104659950000,111411,71982,188356,141457,176548,1389,truth
1783335104659950000,111390,72012,188356,141457,176548,1389,truth
1783335104659950000,111433,71988,188356,141457,176548,1389,truth
1783335104659950000,111433,71982,188356,141457,176548,1389,truth
1783335104659950000,111411,72000,188356,141457,176548,1389,truth
1783335104659950000,111390,71988,188356,141457,176548,1389,truth
1783335104659950000,111411,71982,188356,141457,176548,1389,truth
1783335104659950000,111411,71988,188356,141457,176548,1389,truth
1783335104707190000,111411,71976,188429,141503,176594,1370,truth
1783335104707190000,111411,71982,188429,141503,176594,1370,truth
1783335104707190000,111433,72000,188429,141503,176594,1370,truth
