Fold,Held-out Subject,Model,Accuracy,Precision,Recall,Specificity,F1,ROC-AUC
13,diva,SVM,0.8134920634920635,0.7914110835401158,0.8152811227068653,0.9115272671093493,0.7791278106777392,0.965183091146962
13,diva,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
13,diva,MLP,1.0,1.0,1.0,1.0,1.0,1.0
14,doni,SVM,0.4076923076923077,0.3832014227498646,0.3915481344052772,0.7093786530639848,0.3204183006535948,0.5640167723458307
14,doni,RandomForest,0.40512820512820513,0.47283588573911156,0.43475572047000616,0.7338691892404613,0.32474945046756826,0.8184128248211806
14,doni,MLP,0.3769230769230769,0.4074357405140759,0.42424242424242425,0.7066033344487392,0.3008509938056114,0.5755863879331403
15,fitri,SVM,0.8134920634920635,0.7914110835401158,0.8152811227068653,0.9115272671093493,0.7791278106777392,0.9651230436738695
15,fitri,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
15,fitri,MLP,1.0,1.0,1.0,1.0,1.0,0.9999606918238994
16,gilang,SVM,0.5769230769230769,0.5716223211379926,0.5957393121107891,0.7898748739464364,0.5718739207262588,0.765876404099174
16,gilang,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
16,gilang,MLP,0.9974358974358974,0.9969969969969971,0.9977924944812363,0.9988095238095238,0.9973842846619864,0.997370042004141
17,kayla,SVM,0.756,0.6470617505100263,0.5930961791831356,0.8595414462081129,0.5905266997287965,0.947416320555451
17,kayla,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
17,kayla,MLP,1.0,1.0,1.0,1.0,1.0,1.0
18,maul,SVM,0.9429097605893186,0.9025157232704402,0.966916496328261,0.977920227920228,0.9257675354178964,0.9978528733430694
18,maul,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
18,maul,MLP,0.994475138121547,0.9871794871794872,0.9971988795518207,0.9978632478632479,0.9920575825266815,1.0
19,maun,SVM,0.872,0.8774091006114447,0.8670454545454546,0.9323824266548725,0.8639543837033378,0.9641528397642949
19,maun,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
19,maun,MLP,1.0,1.0,1.0,1.0,1.0,1.0
20,mira,SVM,0.872,0.8774091006114447,0.8670454545454546,0.9323824266548725,0.8639543837033378,0.9641528397642949
20,mira,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
20,mira,MLP,1.0,1.0,1.0,1.0,1.0,1.0
21,nisa,SVM,0.872,0.8774091006114447,0.8670454545454546,0.9323824266548725,0.8639543837033378,0.9641528397642949
21,nisa,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
21,nisa,MLP,1.0,1.0,1.0,1.0,1.0,1.0
22,paula,SVM,0.8134920634920635,0.7914110835401158,0.8152811227068653,0.9115272671093493,0.7791278106777392,0.9650449859183147
22,paula,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
22,paula,MLP,1.0,1.0,1.0,1.0,1.0,1.0
23,raihan,SVM,0.5,0.47062403062403063,0.4639405996385401,0.7558284508430456,0.46647229320951644,0.6733532417293587
23,raihan,RandomForest,0.5132450331125827,0.4832967032967033,0.4757437070938215,0.762883914627798,0.4786798496031193,0.7398601107738761
23,raihan,MLP,0.4768211920529801,0.4473934342326533,0.43790999237223494,0.7454293060748031,0.4417684054753977,0.6321743451306858
24,rina,SVM,0.756,0.6470617505100263,0.5930961791831356,0.8595414462081129,0.5905266997287965,0.9474973991118919
24,rina,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
24,rina,MLP,1.0,1.0,1.0,1.0,1.0,1.0
25,tira,SVM,0.5769230769230769,0.5716223211379926,0.5957393121107891,0.7898748739464364,0.5718739207262588,0.7658218859935954
25,tira,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
25,tira,MLP,0.9974358974358974,0.9969969969969971,0.9977924944812363,0.9988095238095238,0.9973842846619864,0.9977775650601165
26,uli,SVM,0.7282051282051282,0.7642514695146274,0.6541273541273541,0.8360470303364528,0.667285053545136,0.8839231645240204
26,uli,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
26,uli,MLP,0.9871794871794872,0.9880028353712564,0.9861163527830193,0.9927195722296306,0.9870472977121763,0.9990486720101606
27,vina,SVM,0.728,0.5032395919492694,0.5366248693834901,0.8431577888056557,0.5193954968184044,0.6690398922740229
27,vina,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0
27,vina,MLP,0.972,0.9797544310818647,0.935823754789272,0.9829068941009239,0.9551983586125891,0.9981947583115037
28,wibo,SVM,0.5025641025641026,0.46100288432562747,0.4788299866522947,0.7457883076856411,0.4681653969885217,0.680789466023675
28,wibo,RandomForest,0.7435897435897436,0.7578986969230872,0.7074950372874081,0.852154557040483,0.6846132296890167,0.8394244835718133
28,wibo,MLP,0.6076923076923076,0.5706657616381018,0.611942700788669,0.796204961778013,0.5846560846560847,0.7542794314469967
29,wildan,SVM,0.3816793893129771,0.45722284434490484,0.4273595334464899,0.6969297355785486,0.42472205284842407,0.6388057730563045
29,wildan,RandomForest,0.4198473282442748,0.49671189180922415,0.4996457326892109,0.7260431460066274,0.46096579476861166,0.6873011775260226
29,wildan,MLP,0.4198473282442748,0.49193082598546517,0.5024798711755234,0.7292273690662731,0.4558599465259241,0.6951336668359879
30,yasmin,SVM,0.9668141592920354,0.9585552094845774,0.9521727742780374,0.9794738693515113,0.9553129615163108,0.995224448774885
30,yasmin,RandomForest,0.9977876106194691,0.9987515605493135,0.9955555555555556,0.9982078853046595,0.9971374726653823,0.9981566380656012
30,yasmin,MLP,0.9867256637168141,0.9926470588235294,0.9733333333333333,0.989247311827957,0.982393638992152,0.991237083467632
